province;red;green;blue;x;x
5943;131;75;20;Zyryanka;x
5944;170;179;224;Ürün Khaya;x
5945;11;217;205;Deputatskay;x
5946;96;173;115;Orto Xalima;x
5947;117;224;156;Susuman;x
5948;154;46;225;Yagodnoye;x
5949;104;102;23;Ust-Omchug;x
5950;201;193;127;Ola;x
5951;216;62;77;Palatka;x
5952;5;195;207;Seymchan;x
5953;196;138;142;Omsukchan;x
5954;205;169;249;Tilichiki;x
5955;50;22;180;Ossora;x
5956;1;53;61;Tigil;x
5957;229;29;97;Nikolskoye;x
5958;56;127;246;Ust-Kamchatsk;x
5959;242;236;104;Esso;x
5960;240;246;6;Milkovo;x
5961;23;170;138;Sobolevo;x
5962;132;214;5;Ust-Bolsheretsk;x
5963;207;74;199;Peek;x
5964;50;160;163;Kyshy;x
5965;165;196;215;Guvrel;x
5966;232;138;165;Wrangel Island;x
5967;48;122;85;Piscataquis;x
5968;72;174;113;Wabanaki;x
5969;39;97;26;Nanrantsouak;x
5970;213;251;3;Chocorua;x
5971;68;254;3;Passagassawakeag;x
5972;201;172;191;Catawamteak;x
5973;131;209;117;Wiscasset;x
5974;68;243;38;Sagadahoc;x
5975;202;62;219;Pejepscot;x
5976;8;114;47;Machigonne;x
5977;54;109;29;Massabesic;x
5978;138;202;111;Coos;x
5979;25;106;225;Sunapee;x
5980;75;157;40;Ashuelot;x
5981;205;63;97;Amoskeag;x
5982;68;172;212;Newichawannock;x
5983;97;12;180;Winnipesaukee;x
5984;127;203;54;Ossipee;x
5985;17;212;88;Winoskik;x
5986;97;244;90;Memphremagog;x
5987;252;108;141;Quinetucket;x
5988;244;227;242;Stowe;x
5989;135;241;151;Cowasuck;x
5990;103;224;122;Passumpsic;x
5991;159;77;16;Pisgah;x
5992;136;35;125;Suncook;x
5993;102;73;163;Ottauquechee;x
5994;13;207;212;Amoskeag;x
5995;162;172;14;Wantastiquet;x
5996;68;165;177;Pontoosuck;x
5997;246;28;248;Wampanoag;x
5998;89;9;102;Norwottuck;x
5999;15;117;138;Quinsigamond;x
6000;177;174;144;Chickatawbut;x
6001;5;202;161;Naumkeag;x
6002;229;28;112;Ponkapoag;x
6003;200;78;1;Sakonnet;x
6004;79;254;166;Chappaquiddick;x
6005;169;183;73;Nantucket;x
6006;239;95;213;Miantonomoh;x
6007;145;157;10;Niantic;x
6008;229;143;150;Wallamanticuk;x
6009;70;180;146;Nameaug;x
6010;195;46;97;Wangunk;x
6011;174;42;55;Mattabeseck;x
6012;252;182;109;Naugatuck;x
6013;246;64;248;Paugussett;x
6014;94;88;18;Saranac;x
6015;215;142;53;Kaniatarowanenneh;x
6016;199;17;68;Oswegatchie;x
6017;227;150;235;Saratoga;x
6018;104;154;59;Taughannock;x
6019;183;147;221;Panhooseck;x
6020;184;51;69;Esopus;x
6021;215;123;2;Panhooseck;x
6022;36;145;109;Mamakating;x
6023;70;255;90;Wapingeis;x
6024;245;129;58;Twischsawkin;x
6025;152;216;103;Chappaqua;x
6026;91;253;137;Secatoag;x
6027;13;204;5;Corchaug;x
6028;228;227;139;Sacandaga;x
6029;5;145;73;Canajoharie;x
6030;195;60;137;Otsego;x
6031;185;108;143;Oswego;x
6032;108;32;30;Watertown;x
6033;171;21;174;Lowville;x
6034;89;255;59;Chenango;x
6035;27;144;141;Ithaca;x
6036;129;231;255;Binghamton;x
6037;199;68;193;Lyons;x
6038;18;159;67;Keuka;x
6039;195;12;230;Cohocton;x
6040;224;142;53;Canandaigua;x
6041;171;46;4;Kanadaseaga;x
6042;238;92;165;Geneseo;x
6043;183;106;144;Lamoka;x
6044;250;114;197;Albion;x
6045;46;247;10;Warsaw;x
6046;13;215;76;Onguiaahra;x
6047;127;23;168;Little Valley;x
6048;168;22;138;Eriechronon;x
6049;165;228;253;Passaic;x
6050;60;128;104;Unalami;x
6051;150;107;228;Minisink;x
6052;210;212;67;Kitahtëne;x
6053;201;49;82;Capoolong;x
6054;234;223;147;Rariton;x
6055;211;91;117;New Brunswick;x
6056;254;85;210;Freehold;x
6057;153;83;135;Toms River;x
6058;54;174;149;Rancocas;x
6059;178;15;125;Camden;x
6060;150;240;81;Piscozackasing;x
6061;89;91;156;Salem;x
6062;15;177;53;Cohansey;x
6063;10;133;145;Absegami;x
6064;218;64;67;Kechemeche;x
6065;217;125;132;Tool Pay;x
6066;20;138;88;Tachan Hoking;x
6067;44;42;62;Conestoga;x
6068;107;21;62;Kightotinning;x
6069;45;95;38;Lechauweki;x
6070;156;79;148;York;x
6071;213;35;130;Carlisle;x
6072;16;211;242;Conococheague;x
6073;166;133;31;New Bloomfield;x
6074;22;186;26;Canasatego;x
6075;102;171;244;Catawissa;x
6076;30;140;146;Octorara;x
6077;97;80;113;Mokoma;x
6078;15;241;61;Pocono;x
6079;168;39;219;Ararat;x
6080;13;50;134;Lackawanna;x
6081;149;75;161;Montrose;x
6082;219;105;38;Towanda;x
6083;175;84;84;Shikellamy;x
6084;216;216;24;Nittany;x
6085;197;23;212;Schahamokink;x
6086;166;159;195;Mifflintown;x
6087;53;96;136;Hollidaysburg;x
6088;146;66;244;Ebensburg;x
6089;97;150;44;Tussey;x
6090;36;167;158;Williamsport;x
6091;213;156;104;Sinnemahoning;x
6092;77;139;173;Tuppeek Hanne;x
6093;255;225;64;Coudersport;x
6094;177;231;110;Kinzua;x
6095;173;92;135;Indiana;x
6096;44;90;35;Greensburg;x
6097;213;137;213;Uniontown;x
6098;106;58;35;Tangooqua;x
6099;225;142;87;Monongahela;x
6100;186;229;224;Connoquenessing;x
6101;100;89;48;Clarion;x
6102;248;202;154;Alligewi;x
6103;14;155;51;Mercer;x
6104;61;246;134;Venango;x
6105;253;101;157;Warren;x
6106;160;75;57;Kentaientonga;x
6107;206;106;235;Paxahakink;x
6108;44;142;117;Assaleaque;x
6109;20;94;81;Massawomeck;x
6110;153;188;104;Oolikhanna;x
6111;79;61;19;Catoctin;x
6112;98;29;213;Pota Psk Ut;x
6113;1;208;195;Patuxent;x
6114;72;135;45;Piscataway;x
6115;52;138;252;Magothy;x
6116;174;236;10;Nacotchtank;x
6117;79;111;196;Moyaone;x
6118;81;100;132;Potapaco;x
6119;195;252;98;Chaptico;x
6120;239;213;184;Pamunkey;x
6121;99;50;73;Tockwogh;x
6122;17;87;168;Matapeake;x
6123;143;32;143;Choptank;x
6124;0;246;229;Nantaquak;x
6125;243;220;81;Tuckahoe;x
6126;173;69;96;Manokie;x
6127;209;132;136;Wicomico;x
6128;35;20;152;Manokin;x
6129;211;19;164;Pocomoke;x
6130;97;22;121;Tauxenent;x
6131;65;104;39;Occoquan;x
6132;14;184;68;Patawomeck;x
6133;184;98;138;Rapidan;x
6134;27;123;117;Whonkentia;x
6135;113;255;27;Nanzatico;x
6136;71;11;204;Patawomoc;x
6137;142;214;95;Chickacoan;x
6138;210;134;245;Melungeon;x
6139;253;91;108;Pamunkey;x
6140;213;123;234;Mattaponi;x
6141;251;166;51;Appamatuck;x
6142;166;219;134;Werowocomoco;x
6143;22;142;6;Chickahominy;x
6144;27;129;67;Kecoughtan;x
6145;23;157;246;Kikotan;x
6146;132;59;97;Lappihanne;x
6147;164;78;52;Kiskiack;x
6148;78;11;111;Occaneechi;x
6149;143;178;202;Nottoway;x
6150;17;200;226;Tsenacommacah;x
6151;125;12;8;Nansemond;x
6152;253;82;58;Accawmack;x
6153;175;227;151;Accomac;x
6154;198;198;12;Yesa;x
6155;104;31;82;Moratok;x
6156;112;205;105;Appamattuck;x
6157;60;181;174;Saponi;x
6158;27;10;1;Staunton;x
6159;237;53;222;Lunenburg;x
6160;78;250;159;Senedo;x
6161;184;51;37;Washington;x
6162;171;232;254;Hassinunga;x
6163;191;229;170;Onipones;x
6164;164;80;91;Staunton;x
6165;226;44;187;Monterey;x
6166;89;162;168;Amherst;x
6167;187;131;17;Fincastle;x
6168;34;130;131;New Castle;x
6169;126;142;212;Pulaski;x
6170;215;98;122;Christiansburg;x
6171;33;204;222;Martinsville;x
6172;184;26;242;Hillsville;x
6173;7;66;77;Independence;x
6174;179;178;65;Pellissippi;x
6175;107;182;78;Lebanon;x
6176;215;255;173;Grundy;x
6177;196;7;227;Xualae;x
6178;115;55;225;Jonesville;x
6179;23;168;68;Martinsburg;x
6180;229;128;55;Keyser;x
6181;27;200;134;Moorefield;x
6182;37;200;115;Franklin;x
6183;200;80;164;Philippi;x
6184;102;223;164;Webster Springs;x
6185;165;169;51;Pocahontas;x
6186;109;215;249;Hokolesqua;x
6187;241;148;106;Hinton;x
6188;236;66;229;Princeton;x
6189;183;226;166;Moneton;x
6190;194;144;176;Beckley;x
6191;184;185;63;Logan;x
6192;218;57;141;Walhondecepe;x
6193;131;156;86;Hamlin;x
6194;120;91;160;Huntington;x
6195;146;201;226;Point Pleasant;x
6196;104;234;206;Ripley;x
6197;80;254;115;Clay;x
6198;75;139;124;Summersville;x
6199;23;233;103;Calicuas;x
6200;21;233;141;Grantsville;x
6201;91;53;105;Sutton;x
6202;209;71;15;Middlebourne;x
6203;252;35;53;Weston;x
6204;155;114;78;New Martinsville;x
6205;81;66;148;Monongalia;x
6206;69;70;37;Grafton;x
6207;25;176;217;Kingwood;x
6208;100;198;211;Wih Link;x
6209;67;72;119;Tomahawk;x
6210;177;81;8;Scioto;x
6211;103;152;147;Wakatamothiipi;x
6212;47;170;231;Jackson;x
6213;149;108;143;Mingo;x
6214;52;229;161;Pomeroy;x
6215;99;194;248;Maguck;x
6216;221;221;78;Mosopelea;x
6217;19;250;234;Hockhocking;x
6218;208;150;103;New Lexington;x
6219;174;14;124;Zanesville;x
6220;115;194;85;Cambridge;x
6221;107;68;111;St. Clairsville;x
6222;81;13;137;Gekelmukpechunk;x
6223;115;173;254;Tuscarawas;x
6224;142;241;157;Carrollton;x
6225;239;95;175;Steubenville;x
6226;147;243;223;Georgetown;x
6227;16;244;235;Oawikila;x
6228;190;29;88;Cakimiyamithiipi;x
6229;231;1;57;Msimiyamithiipi;x
6230;10;144;129;Xenia;x
6231;189;22;0;Greenville;x
6232;149;98;104;Sidney;x
6233;236;179;129;Pekowi;x
6234;196;64;31;Weyapiersenwah;x
6235;15;102;158;London OH;x
6236;148;170;5;Marysville;x
6237;55;92;47;Kokosing;x
6238;130;169;102;Mansfield;x
6239;128;20;36;Wooster;x
6240;169;94;177;Nimishillen;x
6241;228;179;234;Takoulguehrinnon;x
6242;159;4;59;Mahoning;x
6243;67;147;105;Ashtabula;x
6244;248;30;197;Geauga;x
6245;165;102;64;Canesadooharie;x
6246;82;38;177;Chinouski;x
6247;241;212;235;Chalahgawtha;x
6248;53;174;145;Dunquat;x
6249;198;8;80;Findlay;x
6250;205;35;122;Wapakoneta;x
6251;119;248;0;Van Wert;x
6252;154;255;162;Paulding;x
6253;7;204;22;Tiffin;x
6254;207;182;162;Junquindundeh;x
6255;241;177;119;Napoleon;x
6256;68;155;47;Hotaawathiipi;x
6257;55;246;245;Clinton;x
6258;148;14;224;Wickliffe;x
6259;202;221;106;Mayfield;x
6260;254;169;126;Benton;x
6261;235;188;139;Cadiz;x
6262;41;112;48;Princeton;x
6263;112;124;208;Marion;x
6264;36;220;180;Hopkinsville;x
6265;61;176;197;Dixon;x
6266;83;193;190;Henderson;x
6267;65;24;199;Russellville;x
6268;203;216;227;Greenville;x
6269;55;74;26;Morgantown;x
6270;178;120;156;Owensboro;x
6271;106;48;100;Leitchfield;x
6272;146;109;229;Munfordville;x
6273;226;241;191;Hardinsburg;x
6274;197;172;183;Elizabethtown;x
6275;78;180;189;Bardstown;x
6276;151;195;25;Lebanon;x
6277;105;235;214;Harrodsburg;x
6278;109;151;198;Shelbyville;x
6279;206;241;134;New Castle KY;x
6280;192;96;171;La Grange;x
6281;167;240;1;Franklin;x
6282;174;218;90;Bowling Green;x
6283;25;209;91;Tompkinsville;x
6284;23;160;183;Burkesville;x
6285;200;164;186;Columbia KY;x
6286;253;250;224;Greensburg;x
6287;98;176;253;Monticello;x
6288;69;106;128;Somerset;x
6289;153;200;16;Stanford;x
6290;149;167;253;Richmond;x
6291;100;197;155;McKee;x
6292;243;37;8;Beattyville;x
6293;26;177;228;Manchester;x
6294;179;231;70;London;x
6295;151;157;166;Williamsburg;x
6296;173;70;20;Harlan;x
6297;133;32;23;Carrollton;x
6298;149;83;68;Covington;x
6299;39;40;19;Owenton;x
6300;131;123;221;Falmouth;x
6301;201;86;214;Frankfort;x
6302;162;191;206;Cynthiana;x
6303;62;197;109;Paris;x
6304;3;86;111;Stanton;x
6305;131;145;58;Frenchburg;x
6306;157;245;8;Flemingsburg;x
6307;219;199;108;Vanceburg;x
6308;251;105;135;Grayson;x
6309;243;94;69;Louisa;x
6310;55;27;251;Campton;x
6311;227;42;243;Jackson;x
6312;107;66;180;Salyersville;x
6313;71;219;247;Pikeville;x
6314;215;194;202;Hindman;x
6315;148;134;238;Hazard;x
6316;102;111;88;Patoka;x
6317;234;93;45;Boonville;x
6318;171;145;26;Tell City;x
6319;176;107;11;Wapahani;x
6320;68;226;175;Paoli;x
6321;67;245;146;Shoals;x
6322;33;128;117;Vincennes;x
6323;50;70;33;Bloomington;x
6324;76;216;244;Bloomfield;x
6325;37;141;24;Terre Haute;x
6326;96;57;79;Danville;x
6327;116;221;6;Spencer;x
6328;251;243;13;Greencastle;x
6329;50;118;61;Rockville;x
6330;56;204;216;Corydon;x
6331;21;70;47;Brownstown;x
6332;37;173;57;Jeffersonville;x
6333;88;74;125;Vevay;x
6334;91;31;193;Versailles;x
6335;207;192;156;Lawrenceburg;x
6336;128;175;230;Columbus;x
6337;15;173;164;Franklin;x
6338;221;96;162;Shelbyville;x
6339;99;104;129;Rushville;x
6340;195;83;241;Brookville;x
6341;147;195;235;Winchester;x
6342;135;71;51;Frankfort;x
6343;138;12;79;Fishers;x
6344;237;235;192;Anderson;x
6345;222;56;202;Muncie;x
6346;130;183;100;Mississinewa;x
6347;205;25;15;Marion;x
6348;132;154;127;Salamonie;x
6349;174;252;242;Huntington;x
6350;227;4;166;Bluffton;x
6351;20;32;24;Columbia City;x
6352;134;115;67;Goshen;x
6353;72;146;109;Albion;x
6354;17;231;148;Auburn;x
6355;196;88;238;Covington;x
6356;232;11;46;Lafayette;x
6357;221;254;30;Logansport;x
6358;241;23;231;Monticello;x
6359;14;141;50;Kentland;x
6360;219;236;130;Winamac;x
6361;163;97;206;La Porte;x
6362;185;227;22;Gary;x
6363;134;192;149;Sakiwäsipi;x
6364;182;159;107;Cassopolis;x
6365;138;115;99;Centreville;x
6366;197;73;62;Paw Paw;x
6367;78;242;255;Kalamazoo;x
6368;113;182;166;Allegan;x
6369;106;196;243;Adrian;x
6370;164;179;48;Monroe;x
6371;125;141;163;Washtenaw;x
6372;16;173;81;Howell;x
6373;43;19;129;Meskwaki;x
6374;99;33;186;Grand Haven;x
6375;191;23;164;Stanton;x
6376;135;162;238;Masquigon;x
6377;162;34;4;Hart;x
6378;213;249;78;Mecosta;x
6379;252;40;185;Ludington;x
6380;181;244;152;Reed City;x
6381;130;101;238;Manistee;x
6382;164;101;66;Missaukee;x
6383;158;38;85;Beulah;x
6384;171;104;136;Kalkaska;x
6385;166;213;53;Leelanau;x
6386;101;150;197;Meegisee;x
6387;130;61;187;Petoskey;x
6388;216;94;82;Shiawassee;x
6389;143;120;16;Biiwaanagoonh;x
6390;190;65;187;Port Huron;x
6391;65;117;37;Tessinagan;x
6392;113;246;38;Zngwak;x
6393;109;27;202;Onti;x
6394;222;127;110;Tittabawassee;x
6395;254;44;253;Gladwin;x
6396;228;241;219;Standish;x
6397;26;228;89;Ogemaw;x
6398;131;241;148;Iosco;x
6399;141;136;86;Oscoda;x
6400;140;165;251;Negwegon;x
6401;97;155;86;Cheonoquet;x
6402;241;194;215;Alpena;x
6403;214;152;33;Zhaabonigan;x
6404;145;147;11;Ocqueoc;x
6405;111;36;76;Michilimackinac;x
6406;105;250;78;Baawitigong;x
6407;37;129;112;Newberry;x
6408;81;253;41;Manistique;x
6409;149;2;141;Minisiing;x
6410;183;195;125;Escanaba;x
6411;115;242;184;Mamaceqtaw;x
6412;245;78;38;Iron Mountain;x
6413;97;89;22;Crystal Falls;x
6414;250;69;195;Baraga;x
6415;94;212;121;Keweenaw;x
6416;143;95;227;Houghton;x
6417;91;146;2;Ontonagon;x
6418;132;118;47;Agogibing;x
6419;230;231;9;Cairo;x
6420;253;23;240;Metropolis;x
6421;236;130;72;Vienna;x
6422;118;115;187;Golconda;x
6423;194;122;29;Shawneetown;x
6424;126;167;145;Chester;x
6425;133;65;42;Benton;x
6426;193;89;254;Carmi;x
6427;142;176;191;Belleville;x
6428;234;88;205;Carlyle;x
6429;144;15;226;Mount Vernon;x
6430;8;191;69;Fairfield;x
6431;207;128;82;Albion;x
6432;204;149;112;Lawrenceville;x
6433;111;174;149;Edwardsville;x
6434;127;145;105;Greenville;x
6435;2;181;19;Vandalia;x
6436;21;193;41;Carrollton;x
6437;34;228;136;Macoupin;x
6438;174;34;155;Hillsboro;x
6439;167;167;81;Winchester;x
6440;202;0;183;Taylorville;x
6441;104;71;246;Shelbyville;x
6442;133;168;139;Virginia;x
6443;194;248;192;Havana;x
6444;107;174;231;Lincoln;x
6445;109;226;133;Pekin;x
6446;126;168;121;Bloomington;x
6447;154;150;137;Clinton;x
6448;190;109;219;Sangamon;x
6449;36;226;153;Hardin;x
6450;147;207;161;Pittsfield;x
6451;196;190;178;Carthage;x
6452;51;181;184;Rushville;x
6453;122;13;181;Macomb;x
6454;196;204;174;Lewistown;x
6455;121;143;4;Oquawka;x
6456;212;248;24;Galesburg;x
6457;64;155;126;Aledo;x
6458;106;5;32;Sinnissippi;x
6459;171;247;98;Cambridge IL;x
6460;229;187;173;Effingham;x
6461;231;82;44;Robinson;x
6462;204;68;96;Marshall;x
6463;123;67;152;Embarras;x
6464;239;81;234;Paris IL;x
6465;190;73;147;Danville;x
6466;39;84;143;Paxton;x
6467;182;44;174;Kaskaskaham;x
6468;232;206;197;Eureka;x
6469;125;33;93;Pontiac;x
6470;71;220;187;Princeton;x
6471;214;126;78;Ottawa IL;x
6472;223;198;92;Yorkville;x
6473;81;242;21;Kankakee;x
6474;178;138;9;Morrison;x
6475;75;247;7;Mount Carroll;x
6476;240;110;40;Dixon;x
6477;171;118;163;Oregon;x
6478;214;2;148;Aurora;x
6479;217;189;65;Wakaigin;x
6480;202;34;59;Winnebago;x
6481;144;94;173;Winneshiek;x
6482;230;111;222;Monroe;x
6483;227;81;58;Lancaster;x
6484;54;208;94;Dodgeville;x
6485;137;49;226;Prairie du Chien;x
6486;47;196;164;Richland Center;x
6487;141;50;31;Baraboo;x
6488;213;146;153;Kahkamohnakaneh;x
6489;87;197;124;Viroqua;x
6490;192;50;130;Wazee;x
6491;207;236;179;Wautoma;x
6492;220;202;135;Mauston;x
6493;166;140;86;Pasipahkihnen;x
6494;67;243;89;Sparta;x
6495;123;29;199;Nioxawani;x
6496;13;152;164;La Crosse;x
6497;182;35;217;Whitehall;x
6498;18;218;118;Durand;x
6499;52;72;244;Elkhorn;x
6500;166;131;243;Kenozia;x
6501;73;105;169;Jefferson;x
6502;125;51;172;Juneau;x
6503;109;169;12;West Bend;x
6504;232;11;162;Sapiwaehekaneh;x
6505;202;172;71;Fond du Lac;x
6506;123;98;124;Oshkanzh;x
6507;239;206;6;Manidoowaak;x
6508;236;52;77;Ahkonemeh;x
6509;241;16;184;Michilimackinac;x
6510;235;140;76;Namaew Witkit;x
6511;227;86;148;Oconto;x
6512;128;59;89;Wauba-Shish;x
6513;23;149;157;Waupaca;x
6514;61;214;95;Zhaawanong;x
6515;248;228;224;Nequi Antigo sebi;x
6516;233;42;238;Merrill;x
6517;130;77;191;Rhinelander;x
6518;114;102;123;Crandon;x
6519;6;119;224;Florence;x
6520;108;75;159;Medford;x
6521;11;219;218;Neillsville;x
6522;25;90;221;Menomonie;x
6523;42;246;100;Ellsworth;x
6524;250;34;36;Phillips;x
6525;187;72;182;Gakaabikijiwanan;x
6526;43;123;96;Barron;x
6527;163;91;62;Innenehinduc;x
6528;84;123;198;Hayward;x
6529;148;181;70;Shell Lake;x
6530;249;27;226;Siren;x
6531;8;142;189;Gete-Oodena;x
6532;245;53;107;Washburn;x
6533;129;220;137;Ashland;x
6534;18;117;46;Eagle River;x
6535;158;245;33;Tlanusi;x
6536;208;68;30;Daksiyi;x
6537;35;208;241;Nikwasi;x
6538;76;44;96;Hendersonville;x
6539;172;183;255;Marshall;x
6540;7;180;158;Rutherfordton;x
6541;247;231;82;Marion;x
6542;172;42;127;Lenoir;x
6543;189;173;4;Burnsville;x
6544;42;217;27;Watauga;x
6545;176;193;75;Jefferson;x
6546;144;41;71;Wilkesboro;x
6547;116;9;205;Shelby;x
6548;156;244;32;Gastonia;x
6549;62;167;6;Concord;x
6550;79;77;49;Taylorsville;x
6551;111;192;46;Statesville;x
6552;97;62;147;Salisbury;x
6553;180;118;200;Lexington;x
6554;210;120;137;Keyauwee;x
6555;242;7;151;Shakori;x
6556;199;77;221;Eno;x
6557;184;197;248;Wadesboro;x
6558;83;255;101;Rockingham;x
6559;182;126;55;Albemarle;x
6560;216;56;243;Asheboro;x
6561;36;143;222;Pittsboro;x
6562;157;45;155;Carthage;x
6563;164;52;11;Lillington;x
6564;181;164;79;Laurinburg;x
6565;191;230;211;Lumbee;x
6566;185;52;191;Whiteville;x
6567;138;126;220;Elizabethtown;x
6568;164;62;114;Clinton;x
6569;95;126;116;Kenansville;x
6570;253;177;59;Sissipahaw;x
6571;32;142;117;Roxboro;x
6572;114;235;67;Haliwa;x
6573;45;18;96;Occaneechi;x
6574;95;188;207;Warrenton;x
6575;71;254;128;Rocky Mount;x
6576;131;31;75;Woccon;x
6577;183;195;65;Tarboro;x
6578;3;40;41;Neusiok;x
6579;150;154;33;Kinston;x
6580;229;47;40;Greenville;x
6581;18;185;82;Williamston;x
6582;71;51;246;Medoc;x
6583;135;248;90;Jackson;x
6584;181;223;244;Chowanoc;x
6585;175;144;224;Bolivia;x
6586;198;222;26;Jacksonville;x
6587;185;194;40;Neusiok;x
6588;165;0;166;Chattoka;x
6589;217;231;77;Coree;x
6590;157;30;91;Pomouik;x
6591;132;239;136;Hatteras;x
6592;189;255;147;Croatan;x
6593;54;210;81;Poteskeet;x
6594;221;201;78;Perquiman;x
6595;29;216;37;Pasquotank;x
6596;220;187;232;Nansemond;x
6597;207;101;17;Currituck;x
6598;239;148;155;Walhalla;x
6599;215;33;158;Tugaloo;x
6600;182;143;28;Sassafras;x
6601;154;93;56;Enoree;x
6602;2;236;169;Abbeville;x
6603;160;101;217;Greenwood;x
6604;184;204;26;McCormick;x
6605;74;1;91;Edgefield;x
6606;169;183;248;Ridge Spring;x
6607;59;105;77;Newberry;x
6608;166;61;27;Westo;x
6609;45;192;148;Isanti;x
6610;121;99;4;Spartanburg;x
6611;132;212;119;Union;x
6612;65;203;253;Chesnee;x
6613;154;62;255;Winnsboro;x
6614;89;56;129;Chester;x
6615;166;17;183;York;x
6616;243;166;33;Cofitachiqui;x
6617;94;113;28;Wateree;x
6618;197;18;228;Kershaw;x
6619;168;10;135;Pi'here;x
6620;118;55;236;Lancaster;x
6621;248;195;162;Salkehatchie;x
6622;74;238;6;Wimbee;x
6623;232;91;37;Kusso;x
6624;172;138;105;Ashepoo;x
6625;114;214;71;Sewee;x
6626;171;106;97;Wapoo;x
6627;194;244;136;Pee Dee;x
6628;218;2;87;St. Matthews;x
6629;206;89;95;Manning;x
6630;120;246;161;St. George;x
6631;122;28;178;Wassamasaw;x
6632;187;179;55;Kingstree;x
6633;156;223;51;Winyan;x
6634;111;229;56;Bennettsville;x
6635;178;232;82;Darlington;x
6636;137;27;180;Dillon;x
6637;250;153;31;Florence;x
6638;215;209;18;Marion;x
6639;193;223;137;Union City;x
6640;120;96;54;Dresden;x
6641;161;63;23;Dyersburg;x
6642;13;207;75;Humboldt;x
6643;80;124;173;Huntingdon;x
6644;234;249;127;Covington;x
6645;148;180;135;Hatchie;x
6646;93;215;200;Jackson;x
6647;127;107;51;Decaturville;x
6648;229;133;120;Savannah;x
6649;81;193;223;Selmer;x
6650;128;118;66;Bolivar;x
6651;73;132;0;Linden;x
6652;50;168;170;Chooshemataha;x
6653;252;33;143;Columbia;x
6654;24;178;138;Waverly;x
6655;31;217;54;Charlotte;x
6656;101;83;216;Franklin;x
6657;176;88;249;Clarksville;x
6658;96;216;111;Gallatin;x
6659;175;214;181;Murfreesboro;x
6660;189;172;226;Smithville;x
6661;194;203;185;Lebanon;x
6662;92;74;7;Lafayette;x
6663;162;246;120;Cookeville;x
6664;119;219;118;Crossville;x
6665;71;103;32;Gainesboro;x
6666;187;82;126;Livingston;x
6667;175;52;182;Jamestown;x
6668;191;10;111;Wartburg;x
6669;126;202;134;Huntsville;x
6670;103;44;245;Waynesboro;x
6671;109;220;152;Lawrenceburg;x
6672;82;1;223;Pulaski;x
6673;119;224;240;Fayetteville;x
6674;113;16;37;Shelbyville;x
6675;187;132;102;Winchester;x
6676;54;211;86;Manchester;x
6677;60;137;154;Jasper;x
6678;235;174;199;Altamont;x
6679;121;213;172;Spencer;x
6680;169;20;94;Pikeville;x
6681;32;131;107;Hiwassee;x
6682;28;120;152;Dayton;x
6683;237;28;91;Madisonville;x
6684;38;83;16;Kingston;x
6685;13;44;127;Maryville;x
6686;160;248;19;Sevierville;x
6687;173;114;193;Newport;x
6688;249;171;32;Jacksboro;x
6689;41;162;165;Tazewell;x
6690;210;229;227;Chiaha;x
6691;12;2;144;Rogersville;x
6692;74;10;50;Greeneville;x
6693;162;74;203;Jonesborough;x
6694;17;57;36;Blountville;x
6695;139;118;165;Elizabethton;x
6696;122;214;51;Chattooga;x
6697;135;175;184;Dalton;x
6698;215;71;59;Chatsworth;x
6699;48;193;57;Elatseyi;x
6700;148;122;172;Blairsville;x
6701;27;101;29;Stiyaki;x
6702;143;107;128;Oostanaula;x
6703;219;67;182;Oothkalooga;x
6704;29;132;49;Eufaula;x
6705;227;234;10;Dawsonville;x
6706;219;141;176;Soque;x
6707;101;140;248;Cedartown;x
6708;209;94;140;Allatoona;x
6709;45;93;44;Marietta;x
6710;235;154;158;Altamaha;x
6711;194;119;220;Carrollton;x
6712;237;241;132;Newnan;x
6713;166;115;255;McDonough;x
6714;171;135;168;Griffin;x
6715;112;47;105;LaGrange;x
6716;12;230;52;Greenville;x
6717;117;49;9;Zebulon;x
6718;134;160;19;Thomaston;x
6719;232;131;151;Forsyth;x
6720;139;63;11;Hamilton;x
6721;94;128;215;Talbotton;x
6722;216;1;147;Butler;x
6723;56;217;243;Fort Valley;x
6724;123;57;106;Cusseta;x
6725;154;114;151;Buena Vista;x
6726;200;49;249;Oglethorpe;x
6727;224;153;170;Lumpkin;x
6728;171;29;129;Americus;x
6729;64;184;129;Eatonton;x
6730;181;182;218;Ogeechee;x
6731;214;129;159;Milledgeville;x
6732;33;191;202;Ocmulgee;x
6733;199;177;180;Jeffersonville;x
6734;242;212;240;Irwinton;x
6735;40;229;87;Eastman;x
6736;95;81;192;Dublin;x
6737;250;201;165;Ohoopee;x
6738;68;183;32;McRae Helena;x
6739;60;72;209;Soperton;x
6740;243;69;44;Lyons;x
6741;70;117;157;Cordele;x
6742;85;32;247;Abbeville;x
6743;37;145;57;Leesburg;x
6744;216;194;211;Cuthbert;x
6745;102;161;19;Blakely;x
6746;146;165;84;Newton;x
6747;74;228;48;Thronateeska;x
6748;37;95;139;Thomasville;x
6749;105;89;195;Sylvester;x
6750;235;145;236;Tifton;x
6751;123;209;248;Fitzgerald;x
6752;124;78;45;Moultrie;x
6753;62;255;233;Adel;x
6754;24;216;90;Valdosta;x
6755;145;152;182;Statenville;x
6756;22;18;28;Homerville;x
6757;36;181;245;Woodbine;x
6758;96;221;245;Brunswick;x
